itemid,clock,num,value_min,value_avg,value_max
23840,1520283600,60,0.0125,0.0125,0.0125
23840,1520287200,60,0.0125,0.0126,0.0150
23840,1520290800,60,0.0125,0.0125,0.0125
23840,1520294400,60,0.0125,0.0125,0.0150
23840,1520298000,60,0.0125,0.0128,0.0175
23840,1520301600,60,0.0125,0.0125,0.0125
23840,1520305200,60,0.0125,0.0125,0.0150
23840,1520308800,60,0.0125,0.0125,0.0125
23840,1520312400,60,0.0125,0.0125,0.0125
23840,1520316000,60,0.0125,0.0125,0.0150
23840,1520319600,60,0.0125,0.0126,0.0150
23840,1520323200,60,0.0125,0.0127,0.0150
23840,1520326800,60,0.0125,0.0125,0.0150
23840,1520330400,60,0.0125,0.0126,0.0175
23840,1520334000,60,0.0125,0.0125,0.0125
23840,1520337600,60,0.0125,0.0125,0.0125
23840,1520341200,60,0.0125,0.0125,0.0125
23840,1520344800,60,0.0125,0.0127,0.0150
23840,1520348400,60,0.0125,0.0125,0.0150
23840,1520352000,60,0.0125,0.0125,0.0125
23840,1520355600,60,0.0125,0.0125,0.0125
23840,1520359200,60,0.0125,0.0125,0.0125
23840,1520362800,60,0.0125,0.0127,0.0175
23840,1520366400,60,0.0125,0.0126,0.0150
23840,1520370000,60,0.0125,0.0125,0.0125
23840,1520373600,60,0.0125,0.0137,0.0250
23840,1520377200,60,0.0125,0.0126,0.0150
23840,1520380800,60,0.0125,0.0125,0.0125
23840,1520384400,60,0.0125,0.0126,0.0150
23840,1520388000,60,0.0125,0.0125,0.0125
23840,1520391600,60,0.0125,0.0125,0.0125
23840,1520395200,60,0.0125,0.0127,0.0150
23840,1520398800,60,0.0125,0.0126,0.0150
23840,1520402400,60,0.0125,0.0127,0.0150
23840,1520406000,60,0.0125,0.0127,0.0150
23840,1520409600,60,0.0125,0.0125,0.0150
23840,1520413200,60,0.0125,0.0126,0.0150
23840,1520416800,60,0.0125,0.0125,0.0125
23840,1520420400,60,0.0125,0.0126,0.0150
23840,1520424000,60,0.0125,0.0125,0.0125
23840,1520427600,60,0.0125,0.0125,0.0150
23840,1520431200,60,0.0125,0.0126,0.0150
23840,1520434800,60,0.0125,0.0125,0.0150
23840,1520438400,60,0.0125,0.0126,0.0150
23840,1520442000,60,0.0125,0.0125,0.0150
23840,1520445600,60,0.0125,0.0127,0.0150
23840,1520449200,60,0.0125,0.0125,0.0125
23840,1520452800,60,0.0125,0.0125,0.0150
23840,1520456400,60,0.0125,0.0127,0.0175
23840,1520460000,60,0.0125,0.0125,0.0125
23840,1520463600,60,0.0125,0.0125,0.0125
23840,1520467200,60,0.0125,0.0125,0.0125
23840,1520470800,60,0.0125,0.0129,0.0175
23840,1520474400,60,0.0125,0.0126,0.0150
23840,1520478000,60,0.0125,0.0126,0.0150
23840,1520481600,60,0.0125,0.0126,0.0150
23840,1520485200,60,0.0125,0.0125,0.0125
23840,1520488800,60,0.0125,0.0125,0.0125
23840,1520492400,60,0.0125,0.0125,0.0150
23840,1520496000,60,0.0125,0.0126,0.0150
23840,1520499600,60,0.0125,0.0125,0.0125
23840,1520503200,60,0.0125,0.0125,0.0125
23840,1520506800,60,0.0125,0.0126,0.0150
23840,1520510400,60,0.0125,0.0125,0.0125
23840,1520514000,60,0.0125,0.0125,0.0150
23840,1520517600,60,0.0125,0.0127,0.0150
23840,1520521200,60,0.0125,0.0127,0.0175
23840,1520524800,60,0.0125,0.0126,0.0150
23840,1520528400,60,0.0125,0.0126,0.0150
23840,1520532000,60,0.0125,0.0126,0.0150
23840,1520535600,60,0.0125,0.0125,0.0125
23840,1520539200,60,0.0125,0.0127,0.0200
23840,1520542800,60,0.0125,0.0129,0.0200
23840,1520546400,60,0.0125,0.0125,0.0150
23840,1520550000,60,0.0125,0.0125,0.0125
23840,1520553600,60,0.0125,0.0125,0.0125
23840,1520557200,60,0.0125,0.0125,0.0150
23840,1520560800,60,0.0125,0.0126,0.0150
23840,1520564400,60,0.0125,0.0125,0.0150
23840,1520568000,60,0.0125,0.0130,0.0175
23840,1520571600,60,0.0125,0.0127,0.0150
23840,1520575200,60,0.0125,0.0125,0.0125
23840,1520578800,60,0.0125,0.0125,0.0150
23840,1520582400,60,0.0125,0.0125,0.0150
23840,1520586000,60,0.0125,0.0127,0.0175
23840,1520589600,60,0.0125,0.0132,0.0175
23840,1520593200,60,0.0125,0.0126,0.0150
23840,1520596800,60,0.0125,0.0130,0.0175
23840,1520600400,60,0.0125,0.0125,0.0150
23840,1520604000,60,0.0125,0.0125,0.0150
23840,1520607600,60,0.0125,0.0125,0.0150
23840,1520611200,60,0.0125,0.0127,0.0150
23840,1520614800,60,0.0125,0.0127,0.0150
23840,1520618400,60,0.0125,0.0125,0.0125
23840,1520622000,60,0.0125,0.0125,0.0125
23840,1520625600,60,0.0125,0.0125,0.0125
23840,1520629200,60,0.0125,0.0126,0.0150
23840,1520632800,60,0.0125,0.0125,0.0125
23840,1520636400,60,0.0125,0.0125,0.0125
23840,1520640000,60,0.0125,0.0126,0.0150
23840,1520643600,60,0.0125,0.0127,0.0150
23840,1520647200,60,0.0125,0.0125,0.0125
23840,1520650800,60,0.0125,0.0125,0.0150
23840,1520654400,60,0.0125,0.0125,0.0125
23840,1520658000,60,0.0125,0.0125,0.0125
23840,1520661600,60,0.0125,0.0126,0.0150
23840,1520665200,60,0.0125,0.0126,0.0150
23840,1520668800,60,0.0125,0.0127,0.0150
23840,1520672400,60,0.0125,0.0125,0.0125
23840,1520676000,60,0.0125,0.0125,0.0150
23840,1520679600,60,0.0125,0.0125,0.0125
23840,1520683200,60,0.0125,0.0126,0.0150
23840,1520686800,60,0.0125,0.0125,0.0125
23840,1520690400,60,0.0125,0.0125,0.0125
23840,1520694000,60,0.0125,0.0125,0.0150
23840,1520697600,60,0.0125,0.0125,0.0150
23840,1520701200,60,0.0125,0.0125,0.0125
23840,1520704800,60,0.0125,0.0125,0.0150
23840,1520708400,60,0.0125,0.0125,0.0125
23840,1520712000,60,0.0125,0.0125,0.0125
23840,1520715600,60,0.0125,0.0125,0.0150
23840,1520719200,60,0.0125,0.0125,0.0125
23840,1520722800,60,0.0125,0.0125,0.0150
23840,1520726400,60,0.0125,0.0125,0.0125
23840,1520730000,60,0.0125,0.0126,0.0150
23840,1520733600,60,0.0125,0.0125,0.0125
23840,1520737200,60,0.0125,0.0125,0.0150
23840,1520740800,60,0.0125,0.0127,0.0150
23840,1520744400,60,0.0125,0.0127,0.0150
23840,1520748000,60,0.0125,0.0129,0.0175
23840,1520751600,60,0.0125,0.0125,0.0150
23840,1520755200,60,0.0125,0.0125,0.0150
23840,1520758800,60,0.0125,0.0125,0.0125
23840,1520762400,60,0.0125,0.0125,0.0150
23840,1520766000,60,0.0125,0.0171,0.0350
23840,1520769600,60,0.0125,0.0130,0.0175
23840,1520773200,60,0.0125,0.0126,0.0150
23840,1520776800,60,0.0125,0.0125,0.0150
23840,1520780400,60,0.0125,0.0125,0.0125
23840,1520784000,60,0.0125,0.0125,0.0125
23840,1520787600,60,0.0125,0.0125,0.0125
23840,1520791200,60,0.0125,0.0125,0.0125
23840,1520794800,60,0.0125,0.0125,0.0125
23840,1520798400,60,0.0125,0.0125,0.0125
23840,1520802000,60,0.0125,0.0125,0.0125
23840,1520805600,60,0.0125,0.0125,0.0125
23840,1520809200,60,0.0125,0.0126,0.0150
23840,1520812800,60,0.0125,0.0126,0.0150
23840,1520816400,60,0.0125,0.0126,0.0150
23840,1520820000,60,0.0125,0.0125,0.0150
23840,1520823600,60,0.0125,0.0126,0.0150
23840,1520827200,60,0.0125,0.0127,0.0150
23840,1520830800,60,0.0125,0.0126,0.0150
23840,1520834400,60,0.0125,0.0125,0.0125
23840,1520838000,60,0.0125,0.0126,0.0150
23840,1520841600,60,0.0125,0.0129,0.0175
23840,1520845200,60,0.0125,0.0125,0.0125
23840,1520848800,60,0.0125,0.0126,0.0150
23840,1520852400,60,0.0125,0.0126,0.0150
23840,1520856000,60,0.0125,0.0125,0.0125
23840,1520859600,60,0.0125,0.0125,0.0150
23840,1520863200,60,0.0125,0.0125,0.0125
23840,1520866800,60,0.0125,0.0125,0.0150
23840,1520870400,60,0.0125,0.0125,0.0125
23840,1520874000,60,0.0125,0.0125,0.0125
23840,1520877600,60,0.0125,0.0126,0.0150
23840,1520881200,60,0.0125,0.0125,0.0125
23840,1520884800,60,0.0125,0.0125,0.0150
23840,1520888400,60,0.0125,0.0127,0.0150
23840,1520892000,60,0.0125,0.0125,0.0150
23840,1520895600,60,0.0125,0.0125,0.0150
23840,1520899200,60,0.0125,0.0127,0.0150
23840,1520902800,60,0.0125,0.0125,0.0125
23840,1520906400,60,0.0125,0.0125,0.0150
23840,1520910000,60,0.0125,0.0127,0.0150
23840,1520913600,60,0.0125,0.0125,0.0125
23840,1520917200,60,0.0125,0.0136,0.0225
23840,1520920800,60,0.0125,0.0125,0.0150
23840,1520924400,60,0.0125,0.0128,0.0175
23840,1520928000,60,0.0125,0.0125,0.0150
23840,1520931600,60,0.0125,0.0125,0.0150
23840,1520935200,60,0.0125,0.0127,0.0175
23840,1520938800,60,0.0125,0.0125,0.0150
23840,1520942400,60,0.0125,0.0125,0.0125
23840,1520946000,60,0.0125,0.0125,0.0125
23840,1520949600,60,0.0125,0.0127,0.0150
23840,1520953200,60,0.0125,0.0125,0.0125
23840,1520956800,60,0.0125,0.0126,0.0150
23840,1520960400,60,0.0125,0.0126,0.0150
23840,1520964000,60,0.0125,0.0125,0.0125
23840,1520967600,60,0.0125,0.0136,0.0225
23840,1520971200,60,0.0125,0.0125,0.0150
23840,1520974800,60,0.0125,0.0126,0.0150
23840,1520978400,60,0.0125,0.0125,0.0125
23840,1520982000,60,0.0125,0.0126,0.0150
23840,1520985600,60,0.0125,0.0125,0.0125
23840,1520989200,60,0.0125,0.0125,0.0150
23840,1520992800,60,0.0125,0.0125,0.0150
23840,1520996400,60,0.0125,0.0126,0.0150
23840,1521000000,60,0.0125,0.0125,0.0125
23840,1521003600,60,0.0125,0.0126,0.0150
23840,1521007200,60,0.0125,0.0125,0.0125
23840,1521010800,60,0.0125,0.0125,0.0125
23840,1521014400,60,0.0125,0.0126,0.0150
23840,1521018000,60,0.0125,0.0125,0.0125
23840,1521021600,60,0.0125,0.0125,0.0150
23840,1521025200,60,0.0125,0.0125,0.0125
23840,1521028800,60,0.0125,0.0125,0.0150
23840,1521032400,60,0.0125,0.0125,0.0150
23840,1521036000,60,0.0125,0.0126,0.0150
23840,1521039600,60,0.0125,0.0126,0.0150
23840,1521043200,60,0.0125,0.0126,0.0150
23840,1521046800,60,0.0125,0.0125,0.0125
23840,1521050400,60,0.0125,0.0125,0.0125
23840,1521054000,60,0.0125,0.0126,0.0150
23840,1521057600,60,0.0125,0.0127,0.0150
23840,1521061200,60,0.0125,0.0125,0.0125
23840,1521064800,60,0.0125,0.0125,0.0150
23840,1521068400,60,0.0125,0.0130,0.0200
23840,1521072000,60,0.0125,0.0125,0.0150
23840,1521075600,60,0.0125,0.0125,0.0150
23840,1521079200,60,0.0125,0.0125,0.0125
23840,1521082800,60,0.0125,0.0125,0.0150
23840,1521086400,60,0.0125,0.0125,0.0150
23840,1521090000,60,0.0125,0.0128,0.0175
23840,1521093600,60,0.0125,0.0125,0.0125
23840,1521097200,60,0.0125,0.0126,0.0150
23840,1521100800,60,0.0125,0.0131,0.0175
23840,1521104400,60,0.0125,0.0127,0.0150
23840,1521108000,60,0.0125,0.0126,0.0150
23840,1521111600,60,0.0125,0.0126,0.0150
23840,1521115200,60,0.0125,0.0127,0.0175
23840,1521118800,60,0.0125,0.0125,0.0125
23840,1521122400,60,0.0125,0.0125,0.0125
23840,1521126000,60,0.0125,0.0125,0.0150
23840,1521129600,60,0.0125,0.0125,0.0125
23840,1521133200,60,0.0125,0.0126,0.0150
23840,1521136800,60,0.0125,0.0125,0.0150
23840,1521140400,60,0.0125,0.0127,0.0150
23840,1521144000,60,0.0125,0.0125,0.0150
23840,1521147600,60,0.0125,0.0125,0.0125
23840,1521151200,60,0.0125,0.0127,0.0150
23840,1521154800,60,0.0125,0.0125,0.0150
23840,1521158400,60,0.0125,0.0125,0.0150
23840,1521162000,60,0.0125,0.0127,0.0150
23840,1521165600,60,0.0125,0.0129,0.0175
23840,1521169200,60,0.0125,0.0126,0.0150
23840,1521172800,60,0.0125,0.0125,0.0150
23840,1521176400,60,0.0125,0.0125,0.0125
23840,1521180000,60,0.0125,0.0125,0.0150
23840,1521183600,60,0.0125,0.0125,0.0150
23840,1521187200,60,0.0125,0.0127,0.0150
23840,1521190800,60,0.0125,0.0125,0.0150
23840,1521194400,60,0.0125,0.0126,0.0150
23840,1521198000,60,0.0125,0.0125,0.0125
23840,1521201600,60,0.0125,0.0125,0.0125
23840,1521205200,60,0.0125,0.0125,0.0125
23840,1521208800,60,0.0125,0.0127,0.0175
23840,1521212400,60,0.0125,0.0127,0.0175
23840,1521216000,60,0.0125,0.0127,0.0150
23840,1521219600,60,0.0125,0.0125,0.0125
23840,1521223200,60,0.0125,0.0125,0.0150
23840,1521226800,60,0.0125,0.0125,0.0125
23840,1521230400,60,0.0125,0.0125,0.0125
23840,1521234000,60,0.0125,0.0125,0.0125
23840,1521237600,60,0.0125,0.0130,0.0175
23840,1521241200,60,0.0125,0.0127,0.0175
23840,1521244800,60,0.0125,0.0125,0.0125
23840,1521248400,60,0.0125,0.0128,0.0150
23840,1521252000,60,0.0125,0.0125,0.0125
23840,1521255600,60,0.0125,0.0125,0.0125
23840,1521259200,60,0.0125,0.0127,0.0150
23840,1521262800,60,0.0125,0.0129,0.0200
23840,1521266400,60,0.0125,0.0126,0.0150
23840,1521270000,60,0.0125,0.0126,0.0150
23840,1521273600,60,0.0125,0.0125,0.0150
23840,1521277200,60,0.0125,0.0138,0.0275
23840,1521280800,60,0.0125,0.0130,0.0200
23840,1521284400,60,0.0125,0.0125,0.0125
23840,1521288000,60,0.0125,0.0126,0.0150
23840,1521291600,60,0.0125,0.0125,0.0125
23840,1521295200,60,0.0125,0.0125,0.0125
23840,1521298800,60,0.0125,0.0125,0.0125
23840,1521302400,60,0.0125,0.0125,0.0125
23840,1521306000,60,0.0125,0.0125,0.0150
23840,1521309600,60,0.0125,0.0125,0.0150
23840,1521313200,60,0.0125,0.0125,0.0150
23840,1521316800,60,0.0125,0.0126,0.0150
23840,1521320400,60,0.0125,0.0125,0.0125
23840,1521324000,60,0.0125,0.0125,0.0125
23840,1521327600,60,0.0125,0.0130,0.0175
23840,1521331200,60,0.0125,0.0127,0.0150
23840,1521334800,60,0.0125,0.0125,0.0125
23840,1521338400,60,0.0125,0.0125,0.0150
23840,1521342000,60,0.0125,0.0127,0.0150
23840,1521345600,60,0.0125,0.0127,0.0150
23840,1521349200,60,0.0125,0.0125,0.0125
23840,1521352800,60,0.0125,0.0125,0.0125
23840,1521356400,60,0.0125,0.0125,0.0125
23840,1521360000,60,0.0125,0.0125,0.0125
23840,1521363600,60,0.0125,0.0126,0.0150
23840,1521367200,60,0.0125,0.0125,0.0150
23840,1521370800,60,0.0125,0.0126,0.0150
23840,1521374400,60,0.0125,0.0126,0.0150
23840,1521378000,60,0.0125,0.0125,0.0125
23840,1521381600,60,0.0125,0.0125,0.0125
23840,1521385200,60,0.0125,0.0126,0.0150
23840,1521388800,60,0.0125,0.0126,0.0150
23840,1521392400,60,0.0125,0.0125,0.0150
23840,1521396000,60,0.0125,0.0125,0.0125
23840,1521399600,60,0.0125,0.0125,0.0125
23840,1521403200,60,0.0125,0.0126,0.0150
23840,1521406800,60,0.0125,0.0125,0.0125
23840,1521410400,60,0.0125,0.0125,0.0125
23840,1521414000,60,0.0125,0.0126,0.0150
23840,1521417600,60,0.0125,0.0125,0.0150
23840,1521421200,60,0.0125,0.0126,0.0150
23840,1521424800,60,0.0125,0.0125,0.0125
23840,1521428400,60,0.0125,0.0125,0.0150
23840,1521432000,60,0.0125,0.0125,0.0125
23840,1521435600,60,0.0125,0.0125,0.0125
23840,1521439200,60,0.0125,0.0126,0.0150
23840,1521442800,60,0.0125,0.0125,0.0125
23840,1521446400,60,0.0125,0.0125,0.0150
23840,1521450000,60,0.0125,0.0126,0.0150
23840,1521453600,60,0.0125,0.0126,0.0150
23840,1521457200,60,0.0125,0.0125,0.0125
23840,1521460800,60,0.0125,0.0125,0.0125
23840,1521464400,60,0.0125,0.0125,0.0125
23840,1521468000,60,0.0125,0.0125,0.0150
23840,1521471600,60,0.0125,0.0126,0.0150
23840,1521475200,60,0.0125,0.0125,0.0125
23840,1521478800,60,0.0125,0.0125,0.0125
23840,1521482400,60,0.0125,0.0125,0.0125
23840,1521486000,60,0.0125,0.0125,0.0125
23840,1521489600,60,0.0125,0.0127,0.0175
23840,1521493200,60,0.0125,0.0126,0.0150
23840,1521496800,60,0.0125,0.0125,0.0125
23840,1521500400,60,0.0125,0.0126,0.0150
23840,1521504000,60,0.0125,0.0126,0.0150
23840,1521507600,60,0.0125,0.0125,0.0125
23840,1521511200,60,0.0125,0.0125,0.0125
23840,1521514800,60,0.0125,0.0127,0.0150
23840,1521518400,60,0.0125,0.0125,0.0150
23840,1521522000,60,0.0125,0.0125,0.0150
23840,1521525600,60,0.0125,0.0125,0.0125
23840,1521529200,60,0.0125,0.0125,0.0150
23840,1521532800,60,0.0125,0.0125,0.0150
23840,1521536400,60,0.0125,0.0126,0.0150
23840,1521540000,60,0.0125,0.0125,0.0125
23840,1521543600,60,0.0125,0.0125,0.0150
23840,1521547200,60,0.0125,0.0125,0.0150
23840,1521550800,60,0.0125,0.0126,0.0150
23840,1521554400,60,0.0125,0.0127,0.0150
23840,1521558000,60,0.0125,0.0125,0.0125
23840,1521561600,60,0.0125,0.0132,0.0200
23840,1521565200,60,0.0125,0.0125,0.0125
23840,1521568800,60,0.0125,0.0126,0.0150
23840,1521572400,60,0.0125,0.0125,0.0125
23840,1521576000,60,0.0125,0.0126,0.0150
23840,1521579600,60,0.0125,0.0127,0.0150
23840,1521583200,60,0.0125,0.0125,0.0150
23840,1521586800,60,0.0125,0.0126,0.0150
23840,1521590400,60,0.0125,0.0125,0.0125
23840,1521594000,60,0.0125,0.0125,0.0150
23840,1521597600,60,0.0125,0.0125,0.0150
23840,1521601200,60,0.0125,0.0125,0.0125
23840,1521604800,60,0.0125,0.0126,0.0150
23840,1521608400,60,0.0125,0.0125,0.0125
23840,1521612000,60,0.0125,0.0125,0.0150
23840,1521615600,60,0.0125,0.0127,0.0150
23840,1521619200,60,0.0125,0.0125,0.0125
23840,1521622800,60,0.0125,0.0126,0.0150
23840,1521626400,60,0.0125,0.0125,0.0125
23840,1521630000,60,0.0125,0.0126,0.0150
23840,1521633600,60,0.0125,0.0128,0.0175
23840,1521637200,60,0.0125,0.0126,0.0150
23840,1521640800,60,0.0125,0.0125,0.0125
23840,1521644400,60,0.0125,0.0125,0.0125
23840,1521648000,60,0.0125,0.0125,0.0125
23840,1521651600,60,0.0125,0.0125,0.0150
23840,1521655200,60,0.0125,0.0126,0.0150
23840,1521658800,60,0.0125,0.0126,0.0150
23840,1521662400,60,0.0125,0.0125,0.0150
23840,1521666000,60,0.0125,0.0125,0.0125
23840,1521669600,60,0.0125,0.0125,0.0150
23840,1521673200,60,0.0125,0.0126,0.0150
23840,1521676800,60,0.0125,0.0125,0.0150
23840,1521680400,60,0.0125,0.0125,0.0150
23840,1521684000,60,0.0125,0.0125,0.0125
23840,1521687600,60,0.0125,0.0125,0.0150
23840,1521691200,60,0.0125,0.0125,0.0150
23840,1521694800,60,0.0125,0.0125,0.0125
23840,1521698400,60,0.0125,0.0126,0.0150
23840,1521702000,60,0.0125,0.0126,0.0150
23840,1521705600,60,0.0125,0.0125,0.0150
23840,1521709200,60,0.0125,0.0125,0.0150
23840,1521712800,60,0.0125,0.0125,0.0125
23840,1521716400,60,0.0125,0.0125,0.0125
23840,1521720000,60,0.0125,0.0125,0.0150
23840,1521723600,60,0.0125,0.0125,0.0125
23840,1521727200,60,0.0125,0.0126,0.0150
23840,1521730800,60,0.0125,0.0125,0.0125
23840,1521734400,60,0.0125,0.0125,0.0125
23840,1521738000,60,0.0125,0.0125,0.0125
23840,1521741600,60,0.0125,0.0125,0.0150
23840,1521745200,60,0.0125,0.0125,0.0125
23840,1521748800,60,0.0125,0.0125,0.0125
23840,1521752400,60,0.0125,0.0128,0.0175
23840,1521756000,60,0.0125,0.0125,0.0150
23840,1521759600,60,0.0125,0.0127,0.0150
23840,1521763200,60,0.0125,0.0125,0.0125
23840,1521766800,60,0.0125,0.0125,0.0125
23840,1521770400,60,0.0125,0.0127,0.0150
23840,1521774000,60,0.0125,0.0126,0.0150
23840,1521777600,60,0.0125,0.0127,0.0150
23840,1521781200,60,0.0125,0.0126,0.0150
23840,1521784800,60,0.0125,0.0125,0.0150
